amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
S01-4248587-9126043	02-4651823-1041042_gift	2020-10-02T15:27:37+00:00	2020-10-03T14:35:52+00:00	Shipped	Amazon	SI CA Prod Marketplace			Standard	"Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Baby Bunny]"	bunny-baby-bunny	B085RB197M	Unshipped	1										Saint-Laurent	QC	H4L 0A5	CA		FALSE		
701-7828971-0845029	701-7828971-0845029	2020-11-01T05:09:58+00:00	2020-11-15T08:28:05+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Lavender]"	ted-lavender	B07DVVBVPZ	Shipped	1	CAD	9.99	1.3							North York	ON	M2J 3C4	CA		FALSE		
701-7828971-0845029	701-7828971-0845029	2020-11-01T05:09:58+00:00	2020-11-15T08:28:05+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Baby Powder]"	ted-baby-powder	B07DVQWKFR	Shipped	1	CAD	9.99	1.3							North York	ON	M2J 3C4	CA		FALSE		
702-2549430-4453858	702-2549430-4453858	2020-10-31T18:19:46+00:00	2020-11-01T06:43:36+00:00	Shipped	Amazon	Amazon.ca			Expedited	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Chocolate]"	ted-chocolate	B07DVV8R7H	Shipped	1	CAD	9.99	1.3	0.07					0.07	Waterloo	Ontario	N2K 3W8	CA		FALSE		
702-9666880-9066637	702-9666880-9066637	2020-10-30T19:24:23+00:00	2020-11-01T01:00:02+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Banana Ice-Cream]"	ted-banana-ice-cream	B07FGG8W5R	Shipped	1	CAD	9.99	1.3							Kemptville	Ontario	K0G 1J0	CA		FALSE		
702-9778122-4159430	702-9778122-4159430	2020-10-30T15:12:59+00:00	2020-11-01T23:32:58+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bubble Tea]"	ted-bubble-tea	B07DVVBWYW	Shipped	1	CAD	9.99	0.5							Vancouver	British Columbia	V5M 1C4	CA		FALSE		
702-0183054-7397068	702-0183054-7397068	2020-10-29T16:28:35+00:00	2020-11-01T01:22:39+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Coconut Juice]"	ted-coconut-juice	B07FGDC6X5	Shipped	1	CAD	9.99	0.5	2.93					2.93	Chateauguay	Quebec	J6J 2M2	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	FALSE		
702-4658634-5946630	702-4658634-5946630	2020-10-29T05:37:03+00:00	2020-10-31T14:44:51+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bubble Tea]"	ted-bubble-tea	B07DVVBWYW	Shipped	1	CAD	9.99	0.5							North Vancouver	BC	V7N 2X9	CA		FALSE		
701-3663438-5009004		2020-10-29T01:44:13+00:00	2020-10-29T02:45:19+00:00	Shipped	Merchant	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Snow Fresh]"	ted-snow-fresh	B07FGFXGLQ	Shipped	1	CAD	9.99	0.5	5.54	0.28					burns lake	British Columbia	V0J1E0	CA		FALSE		
701-3146200-0250610	701-3146200-0250610	2020-10-29T01:44:13+00:00	2020-11-13T20:37:09+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Baby Powder]"	ted-baby-powder	B07DVQWKFR	Shipped	1	CAD	9.99	0.5							burns lake	British Columbia	V0J1E0	CA		FALSE		
701-6710380-7468256	701-6710380-7468256	2020-10-28T15:38:33+00:00	2020-10-29T00:42:11+00:00	Shipped	Amazon	Amazon.ca			Expedited	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Noir]"	ted-noir	B07DVXV2P8	Shipped	1	CAD	9.99	0.5	0.49					0.49	Edmonton	Alberta	T6W 2B7	CA		FALSE		
