amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
702-5872683-3552255	702-5872683-3552255	2020-11-30T22:14:23+00:00	2020-12-04T06:53:54+00:00	Shipped	Amazon	Amazon.ca			Expedited	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Green Tea]"	ted-green-tea	B07DVSZWK7	Shipped	1	CAD	7.99	0.4	0.13					0.13	Saanichton	British Columbia	V8M 1V8	CA		FALSE		
702-2298302-1561866	2.03249E+12	2020-11-30T22:14:23+00:00	2020-12-01T03:07:41+00:00	Shipped	Merchant	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Caramel Frappe]"	ted-caramel-frappe_fbm	B07DVXF71S	Shipped	1	CAD	9.99	0.5							Saanichton	British Columbia	V8M 1V8	CA		FALSE		
702-8941834-6394634	702-8941834-6394634	2020-11-30T19:36:28+00:00	2020-12-01T08:56:22+00:00	Shipped	Amazon	Amazon.ca			Expedited	"Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Thor]"	vh-thor	B08KRP4S7C	Shipped	1	CAD	6.39	0.32	0.1					0.1	Calgary	Alberta	T2A 1S9	CA		FALSE		
702-8941834-6394634	702-8941834-6394634	2020-11-30T19:36:28+00:00	2020-12-01T08:56:22+00:00	Shipped	Amazon	Amazon.ca			Expedited	"Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Stark]"	vh-stark	B08KRL4R81	Shipped	1	CAD	6.39	0.32	0.19					0.19	Calgary	Alberta	T2A 1S9	CA		FALSE		
702-2798041-3700256	702-2798041-3700256	2020-11-30T16:37:12+00:00	2020-12-07T04:01:08+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Cherry]"	ted-cherry	B07DVRBYXW	Shipped	1	CAD	7.99	0.4							CALGARY	AB	T2S 3E0	CA		FALSE		
701-2453694-0869852	2.02864E+12	2020-11-30T07:44:15+00:00	2020-11-30T13:58:03+00:00	Shipped	Merchant	Amazon.ca			Standard	"Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [One Million]"	bunny-one-million_fbm	B085RQWNKY	Shipped	1	CAD	9.99	1.3							Scarborough	Ontario	M1W 1H9	CA		FALSE		
702-7371341-0893827	702-7371341-0893827	2020-11-30T01:20:25+00:00	2020-11-30T17:58:59+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Passion Fruit]"	ted-passion-fruit	B07DVW1319	Shipped	1	CAD	7.99	0.4							Saint-Laurent	Quebec	H4L 2B2	CA		FALSE		
702-6887023-8897839	702-6887023-8897839	2020-11-29T17:39:30+00:00	2020-11-30T16:11:35+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bubble Gum]"	ted-bubble-gum	B07DVV41YT	Shipped	2	CAD	15.98	2.08							Aurora	Ontario	L4G 0A3	CA		FALSE		
702-6392575-4451442	2.02181E+12	2020-11-29T03:10:13+00:00	2020-11-30T03:38:59+00:00	Shipped	Merchant	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Blossom]"	ted-blossom	B07DVQSYMM	Shipped	1	CAD	9.99	1.3							LONDON	Ontario	N5Z 4X9	CA		FALSE		
702-6392575-4451442	2.02181E+12	2020-11-29T03:10:13+00:00	2020-11-30T03:38:59+00:00	Shipped	Merchant	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Arabica Coffee]"	ted-arabica-coffee	B082SGP8QT	Shipped	1	CAD	9.99	1.3							LONDON	Ontario	N5Z 4X9	CA		FALSE		
702-5844592-0919468	702-5844592-0919468	2020-11-29T03:10:13+00:00	2020-12-04T16:40:31+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Lavender]"	ted-lavender	B07DVVBVPZ	Shipped	1	CAD	9.99	1.3	3.93					3.93	LONDON	Ontario	N5Z 4X9	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	FALSE		
702-4572625-7547435	702-4572625-7547435	2020-11-28T22:23:19+00:00	2020-12-02T21:25:53+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Umeshu]"	ted-umeshu	B07DVYHSH7	Shipped	1	CAD	7.99	0.4							Sherbrooke	Quebec	J1H 4H8	CA		FALSE		
702-9354219-5207402	702-9354219-5207402	2020-11-28T19:24:23+00:00	2020-11-29T19:52:42+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Noir]"	ted-noir	B07DVXV2P8	Shipped	1	CAD	7.99	1.04							Georgetown	Ontario	L7G 6M8	CA		FALSE		
701-6642080-4644233	2.01865E+12	2020-11-28T15:47:02+00:00	2020-11-28T20:37:01+00:00	Shipped	Merchant	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Mango]"	ted-mango	B07DVRV4XY	Shipped	2	CAD	19.98	1							Calgary	AB	T1Y 1M4	CA		FALSE		
702-2508425-5009829	702-2508425-5009829	2020-11-28T15:39:55+00:00	2020-12-01T23:34:07+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Noir]"	ted-noir	B07DVXV2P8	Shipped	1	CAD	7.99	1.04							Kakabeka Falls	ON	P0T1W0	CA		FALSE		
