amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
701-4742518-1553026	701-4742518-1553026	2020-12-24T03:29:51+00:00	2020-12-31T07:19:27+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Noir]"	ted-noir	B07DVXV2P8	Shipped	1	CAD	9.99	0.5	3.27					3.27	Vancouver	British Columbia	V5W 3L4	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	FALSE		
701-7207402-1629802	701-7207402-1629802	2020-12-29T00:56:36+00:00	2020-12-30T21:50:53+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Banana Ice-Cream]"	ted-banana-ice-cream	B07FGG8W5R	Shipped	1	CAD	9.99	1.3							Uxbridge	Ontario	L9P 0B8	CA		FALSE		
702-5092494-2141800	702-5092494-2141800	2020-12-22T03:22:37+00:00	2020-12-30T21:43:37+00:00	Shipped	Amazon	Amazon.ca			Standard	"Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [R2D2]"	vh-r2d2	B08KRKN4QC	Shipped	1	CAD	7.99	0.4	3.27					3.27	Montreal	Quebec	H3M 1S3	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	FALSE		
701-9420280-5869053	701-9420280-5869053	2020-12-29T10:47:35+00:00	2020-12-30T18:40:14+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Iron Man]"	vh-ironman	B08KRH9G4V	Shipped	1	CAD	7.99	1.04							Aurora	Ontario	L4G 0Y3	CA		FALSE		
701-9719644-2561832	701-9719644-2561832	2020-12-27T08:30:20+00:00	2020-12-29T07:39:54+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Aroma SPA]"	ted-aroma-spa	B07DW4PYNN	Shipped	1	CAD	9.99	0.5							Calgary	Alberta	T2C 5H7	CA		FALSE		
701-2613871-3102646	701-2613871-3102646	2020-12-25T05:00:28+00:00	2020-12-29T07:31:53+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Green Tea]"	ted-green-tea	B07DVSZWK7	Shipped	1	CAD	9.99	1.3	2.61					2.61	Mississauga	Ontario	L5V 3C6	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	FALSE		
701-2613871-3102646	701-2613871-3102646	2020-12-25T05:00:28+00:00	2020-12-29T07:31:53+00:00	Shipped	Amazon	Amazon.ca			Standard	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Bubble Tea]"	ted-bubble-tea	B07DVVBWYW	Shipped	1	CAD	9.99	1.3	2.6					2.6	Mississauga	Ontario	L5V 3C6	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	FALSE		
701-5091701-6561017	701-5091701-6561017	2020-12-28T20:17:48+00:00	2020-12-29T03:11:29+00:00	Cancelled	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Cotton Candy]"	ted-cotton-candy	B07DVSYHB9	Cancelled	0										Terrebonne	Quebec	J6Y 0P9	CA		FALSE		
701-7337901-1078639	701-7337901-1078639	2020-12-28T10:03:48+00:00	2020-12-28T22:55:51+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - 3 Pack Special Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Aroma Spa, Joma, British]"	ted-special-3	B08LT54RLZ	Shipped	1	CAD	19.99	1							Richmond	British Columbia	V6X 2C8	CA		FALSE		
701-7320793-1485034	701-7320793-1485034	2020-12-26T20:38:51+00:00	2020-12-28T18:02:45+00:00	Shipped	Amazon	Amazon.ca			SecondDay	"Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Banana Ice-Cream]"	ted-banana-ice-cream	B07FGG8W5R	Shipped	1	CAD	9.99	1.3							Toronto	Ontario	M8V 4G1	CA		FALSE		
