amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
702-4844555-8940249	702-4844555-8940249	2020-10-01T05:17:34+00:00	2020-10-01T16:32:50+00:00	Shipped	Amazon	Amazon.ca			Expedited	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Green Tea]	ted-green-tea	B07DVSZWK7	Shipped	1	CAD	9.99	1.3	0.29					0.29	Etobicoke	ON	M9W 7C6	CA		false		
701-9072840-2384232	701-9072840-2384232	2020-10-01T03:12:47+00:00	2020-10-04T14:25:22+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Banana Ice-Cream]	ted-banana-ice-cream	B07FGG8W5R	Shipped	1	CAD	9.99	1.3							Kakabeka Falls	Ontario	P0T 1W0	CA		false		
701-3642350-8464263		2020-09-30T18:15:39+00:00	2020-10-01T15:30:08+00:00	Shipped	Merchant	Amazon.ca			Standard	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Wood Sage & Sea Salt]	bunny-wood-sage-sea-salt	B085RMPTJH	Shipped	1	CAD	9.99	0.5							Pierrefonds	Quebec	H9A 1B3	CA		false		
702-7314433-9899462	702-7314433-9899462	2020-09-30T13:53:03+00:00	2020-10-01T04:08:32+00:00	Shipped	Amazon	Amazon.ca			Expedited	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Ocean]	ted-ocean	B07DVP5W1L	Shipped	1	CAD	9.99	1.3	0.16					0.16	North York	Ontario	M2J 4B1	CA		false		
702-5066497-6845051	702-5066497-6845051	2020-09-30T03:04:08+00:00	2020-09-30T10:26:01+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Caramel Frappe]	ted-caramel-frappe	B07DVXF71S	Shipped	1	CAD	9.99	0.5							Winnipeg	Manitoba	R3K0Z8	CA		false		
702-0978673-2675450	702-0978673-2675450	2020-09-30T01:59:12+00:00	2020-10-01T18:27:34+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Caramel Frappe]	ted-caramel-frappe	B07DVXF71S	Shipped	1	CAD	9.99	0.5	2.34					2.34	Saint-Gabriel-De-Valcartier	Quebec	G0A 4S0	CA	CA Core Free Shipping - A1MKTV4OYO2HJ1	false		
702-6902381-8137833	702-6902381-8137833	2020-09-29T03:26:35+00:00	2020-09-29T16:55:32+00:00	Shipped	Amazon	Amazon.ca			Expedited	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [New Car]	ted-new-car	B07DVMZPVF	Shipped	1	CAD	9.99	0.5	1.12					1.12	Delta	British Columbia	V4C 0B1	CA		false		
701-3189940-5677814	701-3189940-5677814	2020-09-29T01:25:16+00:00	2020-09-30T02:12:27+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Baby Bunny]	bunny-baby-bunny	B085RB197M	Shipped	1	CAD	9.99								Kitchener	Ontario	N2N 1S9	CA		false		
701-2028638-1691456	701-2028638-1691456	2020-09-27T18:19:29+00:00	2020-09-29T21:03:31+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Baby Powder]	ted-baby-powder	B07DVQWKFR	Shipped	1	CAD	9.99	1.3	0.85	0.11					Ajax	Ontario	L1T 3P2	CA		false		
701-2028638-1691456	701-2028638-1691456	2020-09-27T18:19:29+00:00	2020-09-29T21:03:31+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Banana Ice-Cream]	ted-banana-ice-cream	B07FGG8W5R	Shipped	1	CAD	9.99	1.3	0.86	0.11					Ajax	Ontario	L1T 3P2	CA		false		
