amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
701-2726013-2146648		2020-06-30T01:14:36+00:00	2020-06-30T16:50:21+00:00	Shipped	Merchant	Amazon.ca			Standard	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Wood Sage & Sea Salt]	bunny-wood-sage-sea-salt	B085RMPTJH	Shipped	2	CAD	19.98	1.0							Pierrefonds	Quebec	H9A 1B3	CA		false		
701-8519410-0940208		2020-06-28T22:34:22+00:00	2020-06-30T16:48:39+00:00	Shipped	Merchant	Amazon.ca			Standard	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Bubble Tea]	ted-bubble-tea_fbm	B07DVVBWYW	Shipped	2	CAD	19.98	1.0							Nipawin	Saskatchewan	S0E 1E0	CA		false		
701-3724415-7970632	701-3724415-7970632	2020-06-27T02:37:20+00:00	2020-07-03T22:51:58+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Lavender]	ted-lavender	B07DVVBVPZ	Shipped	1	CAD	9.99	0.5							Longueuil	Quebec	J4L 1A5	CA		false		
702-0090942-6076228	702-0090942-6076228	2020-06-26T02:24:18+00:00	2020-06-26T22:21:40+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Miss Chol]	bunny-miss-chol	B085RSK5Y1	Shipped	1	CAD	9.99	0.5							edmonton	Alberta	T6T 0H1	CA		false		
702-1581343-1356214	702-1581343-1356214	2020-06-24T17:46:09+00:00	2020-06-24T21:23:27+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Allure Sport]	bunny-allure-sport	B085RS3J81	Shipped	1	CAD	9.99	1.3							Richmond Hill	Ontario	L4E 4R5	CA		false		
702-1581343-1356214	702-1581343-1356214	2020-06-24T17:46:09+00:00	2020-06-24T21:23:27+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Bunny Fresh Car Air Freshener - Hanging Cute Bunny Air Fresheners for Car, Home or Office. [Baby Bunny]	bunny-baby-bunny	B085RB197M	Shipped	1	CAD	9.99								Richmond Hill	Ontario	L4E 4R5	CA		false		
702-5754559-5937836	702-5754559-5937836	2020-06-22T14:10:20+00:00	2020-06-27T06:54:37+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Lavender]	ted-lavender	B07DVVBVPZ	Shipped	1	CAD	9.99	0.5	0.37	0.02					Powell River	British Columbia	V8A 5R6	CA		false		
702-5754559-5937836	702-5754559-5937836	2020-06-22T14:10:20+00:00	2020-06-27T06:54:37+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Rose]	ted-rose	B07DVRBYY3	Shipped	1	CAD	9.99	0.5	0.37	0.02					Powell River	British Columbia	V8A 5R6	CA		false		
702-6030580-6105814	702-6030580-6105814	2020-06-22T00:23:46+00:00	2020-06-22T10:23:04+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Sakura]	ted-sakura	B07DVML8NG	Shipped	1	CAD	9.99	0.5							Laval	Quebec	H7T2L7	CA		false		
702-6331691-7642600	702-6331691-7642600	2020-06-21T23:09:43+00:00	2020-06-22T20:53:06+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Cute Perfumes/Fragrance for Cars or Anywhere. [Aroma SPA]	ted-aroma-spa	B07DW4PYNN	Shipped	1	CAD	9.99	0.5							Edmonton	AB	T5N 1K5	CA		false		
