amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
702-0567387-0969829	702-0567387-0969829	2021-05-01T01:00:40+00:00	2021-05-01T01:05:17+00:00	Cancelled	Amazon	Amazon.ca			SecondDay	Dora-Stars 2-Pack Baymax Big Hero Gift Set Air Vent Decoration - Cute Marvel/DC Super Hero Decorative Vent Clip for Cars, Home or Office [Baymax, Baym	vh-baymax-2	B08LZCY5WL	Unshipped	1	CAD	12.99								Prince Albert	Saskatchewan	S6V 7S1	CA		false		
702-8765237-5096247	702-8765237-5096247	2021-04-30T19:51:46+00:00	2021-05-04T20:49:08+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Cotton Candy]	ted-cotton-candy	B07DVSYHB9	Shipped	1	CAD	8.99	1.35							Lower sackville	Nova Scotia	B4C 3L9	CA		false		
701-9643495-9597801	701-9643495-9597801	2021-04-30T16:39:05+00:00	2021-05-02T10:55:28+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - 3 Pack Girls Flavour Hanging Cute Perfumes/Fragrance for Car, Home or Office. [Daisy Marc, Bamboo, Miss Ted]	ted-girl-3	B08LSVCF4H	Shipped	1	CAD	15.99	0.8							Surrey	British Columbia	V3T 0M8	CA		false		
701-0698207-8267465	701-0698207-8267465	2021-04-30T13:49:31+00:00	2021-05-27T19:22:04+00:00	Shipped	Amazon	Amazon.ca			Standard	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Banana Ice-cream]	ted-banana-ice-cream	B07FGG8W5R	Shipped	1	CAD	8.99	1.17							Havelock	Ontario	K0L 1Z0	CA		false		
701-2231695-8721057	701-2231695-8721057	2021-04-30T03:07:04+00:00	2021-05-06T05:26:20+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Batman]	vh-batman	B08KRPTWMR	Shipped	1	CAD	7.99	0.4							Saint-Narcisse	Quebec	G0X 2Y0	CA		false		
702-9067126-4023452	3769953058940	2021-04-29T18:23:09+00:00	2021-04-30T00:43:25+00:00	Shipped	Merchant	Amazon.ca	WebsiteOrderChannel		Standard	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Cookie Vanilla]	ted-cookie-vanilla_fbm	B07DVP5DW6	Shipped	1	CAD	8.99	0.45							North Vancouver	BC	V7N 2X9	CA		false		
701-7343933-2577006	701-7343933-2577006	2021-04-29T13:20:17+00:00	2021-04-30T03:55:19+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Batman]	vh-batman	B08KRPTWMR	Shipped	1	CAD	7.99	0.4							vernon	bc	V1T 5B6	CA		false		
702-5919380-3563425	702-5919380-3563425	2021-04-29T03:58:25+00:00	2021-04-30T07:19:29+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Ted A Car Air Freshener - Hanging Cute Perfumes/Fragrance for Car, Bedroom or Office. [Lavender]	ted-lavender	B07DVVBVPZ	Shipped	1	CAD	8.99	0.45							Richmond	British Columbia	V7C 3V1	CA		false		
702-7207644-2037841	702-7207644-2037841	2021-04-29T00:44:06+00:00	2021-05-01T02:28:32+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Captain America]	vh-captainamerica	B08KRRXKG3	Shipped	1	CAD	7.99	1.04							Pickering	Ontario	L1V 5X6	CA		false		
702-7207644-2037841	702-7207644-2037841	2021-04-29T00:44:06+00:00	2021-05-01T02:28:32+00:00	Shipped	Amazon	Amazon.ca			SecondDay	Dora-Stars Air Vent Decoration - Cute Super Hero Decorative Vent Clip for Cars, Bedroom or Office [Baymax]	vh-baymax	B08KR8FF2P	Shipped	1	CAD	7.99	1.04							Pickering	Ontario	L1V 5X6	CA		false		
